epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
151,13845.1,0.66646,0.32921,1.01255,0.9958,0.99775,0.9947,0.85841,0.64267,0.2812,0.95614,0.000816733,0.000816733,0.000816733
152,13931.8,0.65963,0.3248,1.00903,0.99618,0.99632,0.99448,0.86026,0.63529,0.28055,0.95171,0.000808845,0.000808845,0.000808845
153,14018.4,0.66008,0.32941,1.0044,0.99468,0.9979,0.99436,0.86079,0.63441,0.28026,0.94421,0.000800956,0.000800956,0.000800956
154,14105.4,0.65718,0.32541,1.01055,0.99602,0.9979,0.99468,0.85646,0.63318,0.28242,0.95174,0.000793068,0.000793068,0.000793068
155,14191.9,0.65924,0.32854,1.0128,0.99424,0.9976,0.9945,0.86007,0.62973,0.28202,0.94957,0.000785179,0.000785179,0.000785179
156,14278.6,0.64837,0.32422,1.01041,0.99737,0.99665,0.99471,0.86119,0.62998,0.27477,0.95189,0.000777291,0.000777291,0.000777291
157,14365.4,0.66437,0.33263,1.02014,0.99552,0.99685,0.99444,0.86332,0.63082,0.27947,0.95436,0.000769402,0.000769402,0.000769402
158,14452.2,0.6604,0.32704,1.01856,0.99527,0.99671,0.99466,0.86093,0.63084,0.27943,0.95145,0.000761514,0.000761514,0.000761514
159,14539,0.65481,0.32767,1.00513,0.99624,0.9979,0.99449,0.86567,0.62133,0.27514,0.94312,0.000753625,0.000753625,0.000753625
160,14625.6,0.64856,0.32104,1.0067,0.99733,0.99842,0.99471,0.85958,0.62079,0.27252,0.94548,0.000745737,0.000745737,0.000745737
161,14712.1,0.64579,0.32525,1.00461,0.99632,0.99947,0.99485,0.85863,0.62597,0.27676,0.94914,0.000737849,0.000737849,0.000737849
162,14798.7,0.65097,0.32198,1.0117,0.99561,0.9979,0.99484,0.86122,0.62494,0.27591,0.9517,0.00072996,0.00072996,0.00072996
163,14885.5,0.63934,0.3157,1.00747,0.99642,0.99685,0.99482,0.86137,0.62432,0.27547,0.94771,0.000722072,0.000722072,0.000722072
164,14972.2,0.6442,0.32036,0.99969,0.99737,0.99594,0.99474,0.8584,0.62304,0.27538,0.94463,0.000714183,0.000714183,0.000714183
165,15057.2,0.64621,0.31736,1.0054,0.9968,0.99737,0.99479,0.8549,0.62884,0.27716,0.94689,0.000706295,0.000706295,0.000706295
166,15140.4,0.63982,0.31731,1.00558,0.99649,0.99737,0.99479,0.8635,0.62123,0.27101,0.9461,0.000698406,0.000698406,0.000698406
167,15223.7,0.64089,0.31488,1.00179,0.99817,0.99579,0.99484,0.86561,0.61562,0.27086,0.94215,0.000690518,0.000690518,0.000690518
168,15307.1,0.63849,0.31626,0.99774,0.99596,0.9979,0.99459,0.86402,0.61792,0.27272,0.94136,0.000682629,0.000682629,0.000682629
169,15390.5,0.64311,0.3232,1.00191,0.99629,0.99842,0.99431,0.865,0.61271,0.27118,0.93927,0.000674741,0.000674741,0.000674741
170,15474.1,0.6409,0.31593,1.00457,0.99553,0.99527,0.99481,0.86422,0.61289,0.27163,0.93622,0.000666853,0.000666853,0.000666853
171,15557.6,0.64553,0.32065,1.00966,0.99424,0.99818,0.99484,0.85956,0.61692,0.27051,0.93858,0.000658964,0.000658964,0.000658964
172,15641.3,0.63383,0.31675,0.99769,0.99684,0.99509,0.99466,0.86419,0.61231,0.26883,0.93675,0.000651076,0.000651076,0.000651076
173,15724.5,0.63703,0.31284,0.99785,0.99526,0.99432,0.99479,0.86575,0.61272,0.27125,0.94026,0.000643187,0.000643187,0.000643187
174,15807.8,0.63521,0.31387,0.99846,0.99527,0.99667,0.9947,0.86616,0.60732,0.27092,0.93398,0.000635299,0.000635299,0.000635299
175,15891.3,0.62547,0.31347,0.99566,0.99632,0.99695,0.99477,0.86669,0.60637,0.27001,0.93403,0.00062741,0.00062741,0.00062741
176,15974.5,0.63792,0.31054,0.99777,0.99632,0.99664,0.99477,0.86524,0.61007,0.27014,0.9389,0.000619522,0.000619522,0.000619522
