epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,4721.39,1.06445,0.62293,1.15409,0.92973,0.87135,0.9268,0.57861,1.33943,0.62012,1.38791,0.000587968,0.000587968,0.000587968
181,4745.83,1.05681,0.6208,1.15869,0.92763,0.88171,0.9311,0.58913,1.32396,0.61222,1.37562,0.00058008,0.00058008,0.00058008
182,4770.6,1.05668,0.62725,1.15923,0.91837,0.88253,0.92824,0.59108,1.30954,0.61373,1.35646,0.000572191,0.000572191,0.000572191
183,4794.85,1.04899,0.62228,1.15149,0.92628,0.89065,0.93278,0.59421,1.32066,0.60829,1.36568,0.000564303,0.000564303,0.000564303
184,4820.14,1.04457,0.61377,1.14815,0.93224,0.87836,0.93126,0.59229,1.31478,0.60811,1.35266,0.000556414,0.000556414,0.000556414
185,4844.83,1.04461,0.61567,1.14268,0.92841,0.88127,0.92955,0.59036,1.31304,0.61283,1.36483,0.000548526,0.000548526,0.000548526
186,4869.24,1.03293,0.60778,1.14013,0.92542,0.87458,0.93039,0.59321,1.32921,0.61495,1.37438,0.000540637,0.000540637,0.000540637
187,4893.71,1.05652,0.61695,1.15471,0.923,0.88129,0.92984,0.58929,1.32527,0.60389,1.36112,0.000532749,0.000532749,0.000532749
188,4918.14,1.04437,0.62668,1.14862,0.91694,0.88907,0.93275,0.58827,1.30658,0.60897,1.34789,0.000524861,0.000524861,0.000524861
189,4942.5,1.03314,0.60853,1.13834,0.93499,0.87836,0.93019,0.58792,1.32686,0.60884,1.37416,0.000516972,0.000516972,0.000516972
190,4967.31,1.03605,0.61234,1.13719,0.9313,0.88003,0.92715,0.58829,1.31863,0.6101,1.3769,0.000509084,0.000509084,0.000509084
191,4991.9,1.0435,0.61932,1.14403,0.92319,0.88381,0.9313,0.58739,1.33,0.60742,1.3809,0.000501195,0.000501195,0.000501195
192,5016.32,1.02993,0.6139,1.14371,0.9315,0.87277,0.93256,0.59167,1.31717,0.60564,1.37431,0.000493307,0.000493307,0.000493307
193,5040.77,1.03057,0.60267,1.13227,0.93328,0.8742,0.93401,0.59474,1.31672,0.60923,1.36583,0.000485418,0.000485418,0.000485418
194,5065.25,1.01469,0.60244,1.13486,0.92928,0.8729,0.93216,0.59874,1.30649,0.59443,1.35259,0.00047753,0.00047753,0.00047753
195,5089.52,1.02655,0.60981,1.13802,0.91901,0.88465,0.93425,0.59269,1.32462,0.59733,1.37183,0.000469641,0.000469641,0.000469641
196,5114.11,1.02383,0.60364,1.13625,0.92033,0.87707,0.93175,0.59702,1.30807,0.59739,1.36001,0.000461753,0.000461753,0.000461753
197,5138.08,1.02499,0.5982,1.13523,0.91797,0.88549,0.93373,0.59135,1.32382,0.60025,1.37197,0.000453865,0.000453865,0.000453865
198,5161.99,1.01174,0.59122,1.13467,0.92788,0.87752,0.93133,0.59105,1.32386,0.60546,1.3731,0.000445976,0.000445976,0.000445976
199,5186.5,1.02762,0.60913,1.13301,0.9326,0.87056,0.92737,0.59,1.32428,0.60282,1.3666,0.000438088,0.000438088,0.000438088
200,5210.94,1.02519,0.60269,1.13559,0.92602,0.88171,0.92848,0.59195,1.30958,0.6026,1.35521,0.000430199,0.000430199,0.000430199
201,5235.4,0.99693,0.58351,1.11333,0.92566,0.87961,0.93267,0.59233,1.32353,0.60925,1.37386,0.000422311,0.000422311,0.000422311
202,5259.84,1.02756,0.60339,1.13347,0.92179,0.88497,0.93113,0.59232,1.33085,0.60161,1.38789,0.000414422,0.000414422,0.000414422
203,5284.49,1.00104,0.58416,1.12355,0.92614,0.87306,0.93059,0.59293,1.31335,0.60864,1.36597,0.000406534,0.000406534,0.000406534
204,5308.52,1.00543,0.5955,1.13029,0.93759,0.86829,0.92959,0.59265,1.31413,0.60171,1.36189,0.000398645,0.000398645,0.000398645
205,5332.78,1.00133,0.59489,1.13216,0.92926,0.88171,0.93378,0.59634,1.31108,0.59666,1.36271,0.000390757,0.000390757,0.000390757
206,5358.24,1.00977,0.59569,1.12801,0.92423,0.888,0.93354,0.59519,1.32007,0.60373,1.38486,0.000382869,0.000382869,0.000382869
207,5384.22,1.00409,0.58823,1.124,0.93187,0.8771,0.93344,0.5981,1.31633,0.59236,1.37423,0.00037498,0.00037498,0.00037498
208,5408.96,1.00272,0.588,1.12512,0.92205,0.88315,0.93264,0.59264,1.31899,0.59401,1.36459,0.000367092,0.000367092,0.000367092
209,5433.7,0.99403,0.59671,1.1221,0.92831,0.87449,0.92948,0.59369,1.31579,0.6028,1.36354,0.000359203,0.000359203,0.000359203
210,5458.56,1.00241,0.58418,1.12027,0.93058,0.87081,0.93154,0.59387,1.31059,0.59486,1.36576,0.000351315,0.000351315,0.000351315
211,5483.5,0.97369,0.56881,1.11571,0.92783,0.88213,0.93276,0.59459,1.30656,0.58828,1.35819,0.000343426,0.000343426,0.000343426
212,5507.9,0.9857,0.58658,1.11463,0.93757,0.87563,0.93116,0.5911,1.32902,0.59238,1.37641,0.000335538,0.000335538,0.000335538
213,5532.17,0.9774,0.57387,1.11086,0.92999,0.87919,0.93122,0.59305,1.32062,0.59505,1.37608,0.000327649,0.000327649,0.000327649
214,5556.77,0.98848,0.57471,1.116,0.92517,0.88129,0.93419,0.5984,1.30831,0.59161,1.36605,0.000319761,0.000319761,0.000319761
215,5581.26,0.98154,0.56888,1.10815,0.93825,0.87248,0.93461,0.5941,1.32175,0.59545,1.38654,0.000311873,0.000311873,0.000311873
216,5605.49,0.98714,0.57821,1.12161,0.93239,0.87933,0.93178,0.59594,1.31545,0.5911,1.38058,0.000303984,0.000303984,0.000303984
217,5629.75,0.97646,0.57514,1.11704,0.91709,0.89094,0.93256,0.59452,1.31925,0.59023,1.37464,0.000296096,0.000296096,0.000296096
218,5654.02,0.99085,0.5821,1.11517,0.9299,0.8847,0.93254,0.59466,1.319,0.58589,1.3644,0.000288207,0.000288207,0.000288207
219,5678.37,0.9725,0.57357,1.10671,0.92502,0.88486,0.93241,0.5946,1.31558,0.60121,1.3697,0.000280319,0.000280319,0.000280319
